poduct name,product id,price,brand,category,date,user id,gender,age,store id,frequency
 Hoka נעלי ריצת שטח רחבות Speedgoat 4 Wide 2E, mp-00042207,560, Hoka, אופנה/אופנת גברים/נעלי גברים/נעלי ריצה לגברים,14/12/2021,121,male,25,1,10
 Go Nature מעיל גשם SEASHELL קומפקטי ומתקפל צבע שחור, mp-00031642,219, Go Nature, אופנה/אופנת גברים/חליפות וז׳קטים/מעילי גברים,14/12/2021,121,male,25,1,9
 Hot Tuna נעלי בית מפנקות לחורף - חורפי, mp-00026073,99, Hot Tuna, אופנה/אופנת גברים/נעלי גברים/נעלי בית לגברים,14/12/2021,121,male,25,1,4
 DIESEL חולצת טישרט  לגבר, mp-00053441,149, DIESEL, אופנה/אופנת גברים/חולצות לגבר/טי שירט,14/12/2021,121,male,25,1,5
 Hush Puppies סנדלי נוחות לגבר רפידה נשלפת בצבע חום עם רצועת סקוץ, mp-00054014,249, Hush Puppies, אופנה/אופנת גברים/נעלי גברים/סנדלים וכפכפים,02/05/2022,121,male,25,1,9
 Aztron מכנס גלישה \סטאר דסט G\ לגברים, mp-00054546,191, Aztron, אופנה/אופנת גברים/בגדי ים לגבר/מכנסי גלישה,02/05/2022,121,male,25,1,2
 NIKE סניקרס אופנה  דגם OKETO לגברים, mp-00016457,279, NIKE, אופנה/אופנת גברים/נעלי גברים/נעלי ספורט וסניקרס גברים,02/05/2022,121,male,25,1,1
 NAUTICA חולצת טישרט לגבר בהדפס לוגו  פס מבריק, mp-00046691,100, NAUTICA, אופנה/אופנת גברים/חולצות לגבר/טי שירט,05/08/2020,121,male,25,1,10
 Head PERF Polo II Shirt M חולצות פולו, mp-00036153,269.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,05/08/2020,121,male,25,1,1
 NIKE נעלי  לגבר SFLIGHT LEGACY, mp-00016634,399, NIKE, אופנה/אופנת גברים/נעלי גברים/נעלי ספורט וסניקרס גברים,05/08/2020,121,male,25,1,4
 TOMMY HILFIGER חולצת פולו  לגבר, mp-00053054,199, TOMMY HILFIGER, אופנה/אופנת גברים/חולצות לגבר/חולצות פולו לגבר,05/08/2020,121,male,25,1,7
 Blundstone מגפי גברים דגם 063, mp-00040177,499, Blundstone, אופנה/אופנת גברים/נעלי גברים/מגפי גברים,05/08/2020,121,male,25,1,1
 Skater רולר בליידס דגם ART - אדום, mp-00022522,159, Skater, ספורט וחוץ/גלגיליות ורולרבליידס/רולרבליידס,05/08/2020,121,male,25,1,5
 Inov-8 F-LITE 260 V2  נעלי אימון פונקציונלי לגברים, mp-00050819,525, Inov-8, אופנה/אופנת גברים/נעלי גברים/נעלי ריצה לגברים,01/06/2020,121,male,25,1,3
 Head PERF Polo II Shirt M חולצות פולו, mp-00035300,269.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/חולצות ספורט לגברים,01/06/2020,121,male,25,1,9
 Hot Tuna נעלי בית מפנקות לחורף - פלאפי שחור, mp-00005289,99, Hot Tuna, אופנה/אופנת גברים/נעלי גברים/נעלי בית לגברים,01/06/2020,121,male,25,1,5
 Hot Tuna נעלי בית מפנקות לחורף -חום אדמה, mp-00026070,99, Hot Tuna, אופנה/אופנת גברים/נעלי גברים/נעלי בית לגברים,01/06/2020,121,male,25,1,4
 GREEN בוקסר גבר לייקרה שחור, mp-00047957,17.9, GREEN, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני בוקסר,01/06/2020,121,male,25,1,5
 PUMA סניקרס לגבר, mp-00038106,269, PUMA, אופנה/אופנת גברים/נעלי גברים/נעלי ספורט וסניקרס גברים,30/09/2021,121,male,25,1,3
 פוליז מארז 7 זוגות גרבי בייסיק טו-גו לנשים או גברים, mp-00007449,24.9, פוליז, אופנה/אופנת גברים/הלבשה תחתונה לגברים/גרביים לגברים,30/09/2021,121,male,25,1,8
 SKECHERS נעלי נוחות לגבר  GOwalk Arch Fit - Iconic, mp-00049243,359, SKECHERS, אופנה/אופנת גברים/נעלי גברים/נעלי בריאות,30/09/2021,121,male,25,1,5
 PAYOT BLUE TECHNI LISS קרם לילה,587483,123.7, PAYOT, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לילה,10/11/2021,122,female,28,1,6
 CLINIQUE LIQUID FACIAL סבון פנים לעור מעורב,281766,87.2, CLINIQUE, קוסמטיקה/טיפוח מותגי קוסמטיקה/ניקוי פנים,10/11/2021,122,female,28,1,9
 גוטקס Gottex מכנסיים קצרים WAFFLE, mp-00047845,219, גוטקס Gottex, אופנה/אופנת נשים/מכנסיים/מכנסיים קצרים,10/11/2021,122,female,28,1,9
 GREEN חולצת נשים סינגל BELIEVE O ורוד, mp-00051935,59.9, GREEN, אופנה/אופנת נשים/חולצות וטופים/חולצות שרוול קצר,07/09/2020,122,female,28,1,1
 MAC פילינג על בסיס סוכר - SWEET VANILLA,603176,76.5, MAC, קוסמטיקה/איפור שפתיים/ליפ גלוס,07/09/2020,122,female,28,1,3
 smashbox PHOTO FINISH COLOR CORRECTING FOUNDATION פריימר להענקת עור אחיד - ADJUST,580161,140, smashbox, קוסמטיקה/איפור פנים/פריימר לפנים,07/09/2020,122,female,28,1,3
 boebody חוטיני גולי- jolie- אפור 42-44, mp-00047382,35, boebody, אופנה/אופנת נשים/הלבשה תחתונה/תחתוני נשים,07/09/2020,122,female,28,1,5
 KUMI סניקרס שחורות, mp-00036799,198, KUMI, אופנה/אופנת נשים/נעלי נשים/נעלי ספורט וסניקרס נשים,07/09/2020,122,female,28,1,7
 לייף גרבי נשים עקביות מנדפות זיעה צבעוני שחור/לבן,559274,29.9, לייף, אופנה/אופנת נשים/הלבשה תחתונה/גרבי נשים,14/11/2021,122,female,28,1,9
 Obsessive בגד גוף סקסי אדום - B126, mp-00053388,125, Obsessive, אופנה/אופנת נשים/הלבשה תחתונה/הלבשה תחתונה סקסית,14/11/2021,122,female,28,1,2
 ארדל ארדל ריסים מלאכותיים דמי ויספיס שחור,379975,30, ארדל, קוסמטיקה/איפור עיניים/ריסים מלאכותיים,14/11/2021,122,female,28,1,5
 YVES SAINT LAURENT LIBRE א.ד.פ לאשה,595386,419, YVES SAINT LAURENT, קוסמטיקה/בשמים/בשמים לנשים,14/11/2021,122,female,28,1,9
 Razor קסדה בטיחותית לילדים דגם V 17, mp-00025776,159, Razor, ספורט וחוץ/רכיבה על אופניים/קסדות אופניים,14/11/2021,122,female,28,1,5
 Alo Yoga טי שירט ממותג בגדי היוגה הקליפורני  לנשים, mp-00024133,249, Alo Yoga, אופנה/אופנת נשים/חולצות וטופים/טי שירט שרוול ארוך,21/02/2022,122,female,28,1,9
 New Balance סניקרס  לנשים U220BK, mp-00028093,249, New Balance, אופנה/אופנת נשים/נעלי נשים/נעלי ספורט וסניקרס נשים,21/02/2022,122,female,28,1,6
 גוטקס Gottex מכנסיים קצרים WAFFLE, mp-00047804,219, גוטקס Gottex, אופנה/אופנת נשים/מכנסיים/מכנסיים קצרים,21/02/2022,122,female,28,1,3
 MAYBELLINE INSTANT ANTI AGE ERASER קונסילר,570856,40, MAYBELLINE, קוסמטיקה/איפור פנים/תכשירי בסיס וקונסילרים,21/02/2022,122,female,28,1,6
 ESSIE NO CHIPS AHEAD טופ קוט נגד הקילוף,592133,62.9, ESSIE, קוסמטיקה/טיפוח ציפורניים/מחזק ציפורניים,21/02/2022,122,female,28,1,1
 GREEN חולצת נשים סינגל SUNDAY וי ירוק, mp-00052008,59.9, GREEN, אופנה/אופנת נשים/חולצות וטופים/חולצות שרוול קצר,21/02/2022,122,female,28,1,8
 לייף מראה דו צדדית עגולה מגדילה פי 5,531625,14.9, לייף, קוסמטיקה/כלי איפור/מראות פנים,30/09/2020,122,female,28,1,3
 מיכל שן בכר שרשרת ציפוי כסף בשילוב חרוזי אקריל דגם עדי, mp-00014086,69, מיכל שן בכר, אופנה/אופנת נשים/תכשיטים/שרשראות וצ׳וקרים,30/09/2020,122,female,28,1,2
 SHISEIDO VITAL PERFECTION קרם מיצוק טיפולי לשעות הלילה,610419,456, SHISEIDO, קוסמטיקה/טיפוח מותגי קוסמטיקה/קרמים/קרם לילה,30/09/2020,122,female,28,1,1
 Alo Yoga סווטשרט ALO YOGA לגבר דגם TRAVERSE PULLOVER, mp-00046763,449, Alo Yoga, אופנה/אופנת גברים/סווטשירטים והודיס,04/07/2020,123,male,29,1,2
 NIKE כפכפים  לגבר  Asuna, mp-00016699,199, NIKE, אופנה/אופנת גברים/נעלי גברים/סנדלים וכפכפים,04/07/2020,123,male,29,1,6
 TOMMY HILFIGER חולצת פולו  לגבר, mp-00053102,199, TOMMY HILFIGER, אופנה/אופנת גברים/חולצות לגבר/טי שירט,04/07/2020,123,male,29,1,4
 NIKE נעלי  לגבר SFLIGHT LEGACY, mp-00016634,399, NIKE, אופנה/אופנת גברים/נעלי גברים/נעלי ספורט וסניקרס גברים,29/07/2020,123,male,29,1,3
 TOMMY HILFIGER חולצת פולו  לגבר, mp-00053097,199, TOMMY HILFIGER, אופנה/אופנת גברים/חולצות לגבר/חולצות פולו לגבר,29/07/2020,123,male,29,1,4
 KARL LAGERFELD חולצת טישרט לגבר, mp-00053748,239, KARL LAGERFELD, אופנה/אופנת גברים/חולצות לגבר/טי שירט,29/07/2020,123,male,29,1,8
 SKECHERS נעלי נוחות לגבר  GOwalk Arch Fit - Iconic, mp-00049240,359, SKECHERS, אופנה/אופנת גברים/נעלי גברים/נעלי בריאות,06/09/2021,123,male,29,1,9
 NAUTICA חולצה מכופתרת נאוטיקה לגבר, mp-00053656,349, NAUTICA, אופנה/אופנת גברים/חולצות לגבר/חולצות,06/09/2021,123,male,29,1,10
 הארי פוטר מחזיק מפתחות ממתכת הפלפאף כסף, mp-00030994,29, הארי פוטר, אופנה/אופנת גברים/אקססוריז לגברים/מחזיקי מפתחות,06/09/2021,123,male,29,1,9
 New Brand בושם ניו ברנד אקספרשן לגבר א.ד.ט, mp-00007750,29, New Brand, קוסמטיקה/בשמים/בשמים לגברים,06/09/2021,123,male,29,1,5
 נוטריקר שורש גיסינג סיבירי, mp-00023367,69, נוטריקר, בריאות/תוספי תזונה/דיאטה,02/04/2021,123,male,29,1,4
 רחוב סומסום מכנס בוקסר רחוב סומסום צבעוני, mp-00030684,49, רחוב סומסום, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני גברים,02/04/2021,123,male,29,1,3
 LEVIS גינס ליוויס לגבר דגם 501  גזרה ישרה, mp-00053724,449, LEVIS, אופנה/אופנת גברים/מכנסיים/ג׳ינס,02/04/2021,123,male,29,1,4
 רחוב סומסום מכנס בוקסר עוגיפלצת פרצופים, mp-00030675,49, רחוב סומסום, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני גברים,02/04/2021,123,male,29,1,3
 לוני טונס מכנס בוקסר לוני טונס פרימיום, mp-00030410,49, לוני טונס, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני גברים,26/03/2022,123,male,29,1,9
 Aztron כפפות הגנה \ניאו\ לספורט ימי, mp-00054797,104, Aztron, אופנה/אופנת גברים/אקססוריז לגברים/כפפות,26/03/2022,123,male,29,1,3
 פוליז מארז 2 תחתוני בוקסר גברים, mp-00055441,59.9, פוליז, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני גברים,26/03/2022,123,male,29,1,6
 NIKE קפוצון רוכסן נייקי לגבר טאק פליז Teck Fleece, mp-00030551,519, NIKE, אופנה/אופנת גברים/סווטשירטים והודיס,26/03/2022,123,male,29,1,8
 לוני טונס מכנס בוקסר לוני טונס פרצופים, mp-00030553,49, לוני טונס, אופנה/אופנת גברים/הלבשה תחתונה לגברים/תחתוני גברים,26/03/2022,123,male,29,1,7
 Head POWER Shorts M מכנס מנדף, mp-00036048,209.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,18/10/2021,124,male,43,1,1
 Columbia גרבי הליכה וספורט FASHION NO SHOW HALF CUSH, mp-00050401,49.9, Columbia, אופנה/אופנת גברים/הלבשה תחתונה לגברים/גרביים לגברים,18/10/2021,124,male,43,1,1
 NIKE קפוצון נייקי לגבר טאק פליז, mp-00030658,429, NIKE, אופנה/אופנת גברים/סווטשירטים והודיס,18/10/2021,124,male,43,1,1
 LEVIS גינס ליוויס לגבר דגם 501  גזרה ישרה, mp-00030735,449, LEVIS, אופנה/אופנת גברים/מכנסיים/ג׳ינס,18/10/2021,124,male,43,1,9
 Alo Yoga סווטשרט  לגבר דגם TRAVERSE PULLOVER, mp-00041586,449, Alo Yoga, אופנה/אופנת גברים/סווטשירטים והודיס,18/10/2021,124,male,43,1,6
 Hot Tuna נעלי בית מפנקות לחורף - פרווה חיצונית, mp-00005419,99, Hot Tuna, אופנה/אופנת גברים/נעלי גברים/נעלי בית לגברים,18/10/2021,124,male,43,1,8
 NAUTICA חולצת פולו לגבר גזרה CLASSIC FIT, mp-00046974,179, NAUTICA, אופנה/אופנת גברים/חולצות לגבר/טי שירט,15/07/2020,124,male,43,1,6
 Go Nature מעיל גשם SEASHELL קומפקטי ומתקפל צבע אפור, mp-00031617,219, Go Nature, אופנה/אופנת גברים/חליפות וז׳קטים/מעילי גברים,15/07/2020,124,male,43,1,9
 DC מחזיק מפתחות מתכת - סמל העטלף כסוף, mp-00041058,29, DC, אופנה/אופנת גברים/אקססוריז לגברים/מחזיקי מפתחות,15/07/2020,124,male,43,1,6
 לייף גרביים גבר מארז לבן,594857,24.9, לייף, אופנה/אופנת גברים/הלבשה תחתונה לגברים/גרביים לגברים,15/07/2020,124,male,43,1,1
 Head CLUB Bermudas M מכנסים, mp-00036138,159.9, Head, אופנה/אופנת גברים/ביגוד ספורט לגברים/מכנסי ספורט קצרים לגברים,15/07/2020,124,male,43,1,9
 Walkers כפכפי סלייד עם סקוץ לגברים בצבע שחור/אדום, mp-00055053,49, Walkers, אופנה/אופנת גברים/נעלי גברים/סנדלים וכפכפים,15/07/2020,124,male,43,1,4
 Alo Yoga קפוצון רוח  לגבר דגם  AIRWAVE WINDBREAKER, mp-00041592,599, Alo Yoga, אופנה/אופנת גברים/סווטשירטים והודיס,08/07/2020,124,male,43,1,2
 CHAMPION טי שירט, mp-00037554,49, CHAMPION, אופנה/אופנת גברים/חולצות לגבר/טי שירט,08/07/2020,124,male,43,1,5
 Go Nature מעיל גשם SEASHELL קומפקטי ומתקפל צבע נייבי, mp-00031647,219, Go Nature, אופנה/אופנת גברים/חליפות וז׳קטים/מעילי גברים,08/07/2020,124,male,43,1,2
 לייף SWITCH משקפי שמש צבע מתחלף לגיל  2+,560474,49.9, לייף, אופטיקה/משקפי שמש/משקפי שמש לילדים,08/07/2020,124,male,43,1,5
